"LOCATION","Country","CRITERIA","Classification criteria","CUR","Measure","IND","Industry","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"GBR","United Kingdom","MA","Main activity","USDPPP","PPP dollars - current prices","D31T33","FURNITURE, OTHER MANUFACTURING AND REPAIR AND INSTALLATION OF MACHINERY AND EQUIPMENT","2016","2016","USD","US Dollar","0","Units",,,511920740,,
"GBR","United Kingdom","MA","Main activity","USDPPP","PPP dollars - current prices","D31T33","FURNITURE, OTHER MANUFACTURING AND REPAIR AND INSTALLATION OF MACHINERY AND EQUIPMENT","2017","2017","USD","US Dollar","0","Units",,,583405572,,
"GBR","United Kingdom","MA","Main activity","USDPPP","PPP dollars - current prices","D31T33","FURNITURE, OTHER MANUFACTURING AND REPAIR AND INSTALLATION OF MACHINERY AND EQUIPMENT","2018","2018","USD","US Dollar","0","Units",,,656522484,,
"GBR","United Kingdom","MA","Main activity","USDPPP","PPP dollars - current prices","D31T33","FURNITURE, OTHER MANUFACTURING AND REPAIR AND INSTALLATION OF MACHINERY AND EQUIPMENT","2019","2019","USD","US Dollar","0","Units",,,584107690,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D31T33","FURNITURE, OTHER MANUFACTURING AND REPAIR AND INSTALLATION OF MACHINERY AND EQUIPMENT","1999","1999","USD","US Dollar","0","Units",,,4603651281,"E","Estimated value"
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D31T33","FURNITURE, OTHER MANUFACTURING AND REPAIR AND INSTALLATION OF MACHINERY AND EQUIPMENT","2000","2000","USD","US Dollar","0","Units",,,3998521789,"E","Estimated value"
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D31T33","FURNITURE, OTHER MANUFACTURING AND REPAIR AND INSTALLATION OF MACHINERY AND EQUIPMENT","2001","2001","USD","US Dollar","0","Units",,,5267899421,"E","Estimated value"
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D31T33","FURNITURE, OTHER MANUFACTURING AND REPAIR AND INSTALLATION OF MACHINERY AND EQUIPMENT","2002","2002","USD","US Dollar","0","Units",,,7715000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D31T33","FURNITURE, OTHER MANUFACTURING AND REPAIR AND INSTALLATION OF MACHINERY AND EQUIPMENT","2003","2003","USD","US Dollar","0","Units",,,7734500000,"E","Estimated value"
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D31T33","FURNITURE, OTHER MANUFACTURING AND REPAIR AND INSTALLATION OF MACHINERY AND EQUIPMENT","2004","2004","USD","US Dollar","0","Units",,,4796000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D31T33","FURNITURE, OTHER MANUFACTURING AND REPAIR AND INSTALLATION OF MACHINERY AND EQUIPMENT","2005","2005","USD","US Dollar","0","Units",,,5543000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D31T33","FURNITURE, OTHER MANUFACTURING AND REPAIR AND INSTALLATION OF MACHINERY AND EQUIPMENT","2006","2006","USD","US Dollar","0","Units",,,5521500000,"E","Estimated value"
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D31T33","FURNITURE, OTHER MANUFACTURING AND REPAIR AND INSTALLATION OF MACHINERY AND EQUIPMENT","2007","2007","USD","US Dollar","0","Units",,,6992000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D31T33","FURNITURE, OTHER MANUFACTURING AND REPAIR AND INSTALLATION OF MACHINERY AND EQUIPMENT","2008","2008","USD","US Dollar","0","Units",,,7914000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D31T33","FURNITURE, OTHER MANUFACTURING AND REPAIR AND INSTALLATION OF MACHINERY AND EQUIPMENT","2009","2009","USD","US Dollar","0","Units",,,10466000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D31T33","FURNITURE, OTHER MANUFACTURING AND REPAIR AND INSTALLATION OF MACHINERY AND EQUIPMENT","2010","2010","USD","US Dollar","0","Units",,,8917291829,"E","Estimated value"
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D31T33","FURNITURE, OTHER MANUFACTURING AND REPAIR AND INSTALLATION OF MACHINERY AND EQUIPMENT","2011","2011","USD","US Dollar","0","Units",,,9245891384,"E","Estimated value"
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D31T33","FURNITURE, OTHER MANUFACTURING AND REPAIR AND INSTALLATION OF MACHINERY AND EQUIPMENT","2012","2012","USD","US Dollar","0","Units",,,11281000000,"E","Estimated value"
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D31T33","FURNITURE, OTHER MANUFACTURING AND REPAIR AND INSTALLATION OF MACHINERY AND EQUIPMENT","2013","2013","USD","US Dollar","0","Units",,,13883000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D31T33","FURNITURE, OTHER MANUFACTURING AND REPAIR AND INSTALLATION OF MACHINERY AND EQUIPMENT","2014","2014","USD","US Dollar","0","Units",,,13162000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D31T33","FURNITURE, OTHER MANUFACTURING AND REPAIR AND INSTALLATION OF MACHINERY AND EQUIPMENT","2015","2015","USD","US Dollar","0","Units",,,14333000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D31T33","FURNITURE, OTHER MANUFACTURING AND REPAIR AND INSTALLATION OF MACHINERY AND EQUIPMENT","2016","2016","USD","US Dollar","0","Units",,,14725696266,"E","Estimated value"
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D31T33","FURNITURE, OTHER MANUFACTURING AND REPAIR AND INSTALLATION OF MACHINERY AND EQUIPMENT","2017","2017","USD","US Dollar","0","Units",,,16545000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D31T33","FURNITURE, OTHER MANUFACTURING AND REPAIR AND INSTALLATION OF MACHINERY AND EQUIPMENT","2018","2018","USD","US Dollar","0","Units",,,18208000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D31T33","FURNITURE, OTHER MANUFACTURING AND REPAIR AND INSTALLATION OF MACHINERY AND EQUIPMENT","2019","2019","USD","US Dollar","0","Units",,,19466500000,"E","Estimated value"
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D31T33","FURNITURE, OTHER MANUFACTURING AND REPAIR AND INSTALLATION OF MACHINERY AND EQUIPMENT","2000","2000","USD","US Dollar","0","Units",,,120075331,"E","Estimated value"
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D31T33","FURNITURE, OTHER MANUFACTURING AND REPAIR AND INSTALLATION OF MACHINERY AND EQUIPMENT","2008","2008","USD","US Dollar","0","Units",,,657743608,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D31T33","FURNITURE, OTHER MANUFACTURING AND REPAIR AND INSTALLATION OF MACHINERY AND EQUIPMENT","2009","2009","USD","US Dollar","0","Units",,,1024795897,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D31T33","FURNITURE, OTHER MANUFACTURING AND REPAIR AND INSTALLATION OF MACHINERY AND EQUIPMENT","2010","2010","USD","US Dollar","0","Units",,,1019016305,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D31T33","FURNITURE, OTHER MANUFACTURING AND REPAIR AND INSTALLATION OF MACHINERY AND EQUIPMENT","2011","2011","USD","US Dollar","0","Units",,,1416579868,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D31T33","FURNITURE, OTHER MANUFACTURING AND REPAIR AND INSTALLATION OF MACHINERY AND EQUIPMENT","2012","2012","USD","US Dollar","0","Units",,,2043163589,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D31T33","FURNITURE, OTHER MANUFACTURING AND REPAIR AND INSTALLATION OF MACHINERY AND EQUIPMENT","2013","2013","USD","US Dollar","0","Units",,,2575736606,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D31T33","FURNITURE, OTHER MANUFACTURING AND REPAIR AND INSTALLATION OF MACHINERY AND EQUIPMENT","2014","2014","USD","US Dollar","0","Units",,,3226192973,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D31T33","FURNITURE, OTHER MANUFACTURING AND REPAIR AND INSTALLATION OF MACHINERY AND EQUIPMENT","2015","2015","USD","US Dollar","0","Units",,,3766143416,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D31T33","FURNITURE, OTHER MANUFACTURING AND REPAIR AND INSTALLATION OF MACHINERY AND EQUIPMENT","2016","2016","USD","US Dollar","0","Units",,,4528903764,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D31T33","FURNITURE, OTHER MANUFACTURING AND REPAIR AND INSTALLATION OF MACHINERY AND EQUIPMENT","2017","2017","USD","US Dollar","0","Units",,,4856640533,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D31T33","FURNITURE, OTHER MANUFACTURING AND REPAIR AND INSTALLATION OF MACHINERY AND EQUIPMENT","2018","2018","USD","US Dollar","0","Units",,,36470907796,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D31T33","FURNITURE, OTHER MANUFACTURING AND REPAIR AND INSTALLATION OF MACHINERY AND EQUIPMENT","2019","2019","USD","US Dollar","0","Units",,,40164463198,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D31T33","FURNITURE, OTHER MANUFACTURING AND REPAIR AND INSTALLATION OF MACHINERY AND EQUIPMENT","2020","2020","USD","US Dollar","0","Units",,,6196473695,,
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2007","2007","USD","US Dollar","0","Units",,,9751724,,
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2008","2008","USD","US Dollar","0","Units",,,6850748,,
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2009","2009","USD","US Dollar","0","Units",,,22104811,,
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2010","2010","USD","US Dollar","0","Units",,,21370493,,
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2011","2011","USD","US Dollar","0","Units",,,20778809,,
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2012","2012","USD","US Dollar","0","Units",,,20727216,,
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2013","2013","USD","US Dollar","0","Units",,,22582791,"E","Estimated value"
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2014","2014","USD","US Dollar","0","Units",,,19606544,"E","Estimated value"
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2015","2015","USD","US Dollar","0","Units",,,15754958,"E","Estimated value"
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2016","2016","USD","US Dollar","0","Units",,,15306566,,
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2017","2017","USD","US Dollar","0","Units",,,12640187,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2007","2007","USD","US Dollar","0","Units",,,148094531,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2008","2008","USD","US Dollar","0","Units",,,119088126,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2009","2009","USD","US Dollar","0","Units",,,63000370,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2010","2010","USD","US Dollar","0","Units",,,65089912,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2011","2011","USD","US Dollar","0","Units",,,52869189,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2012","2012","USD","US Dollar","0","Units",,,50683039,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2013","2013","USD","US Dollar","0","Units",,,48271513,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2014","2014","USD","US Dollar","0","Units",,,50719391,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2015","2015","USD","US Dollar","0","Units",,,44980096,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2016","2016","USD","US Dollar","0","Units",,,43448916,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2017","2017","USD","US Dollar","0","Units",,,45248097,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2018","2018","USD","US Dollar","0","Units",,,45822432,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2019","2019","USD","US Dollar","0","Units",,,52057136,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2007","2007","USD","US Dollar","0","Units",,,49667592,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2008","2008","USD","US Dollar","0","Units",,,75412065,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2009","2009","USD","US Dollar","0","Units",,,73769402,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2010","2010","USD","US Dollar","0","Units",,,65189679,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2011","2011","USD","US Dollar","0","Units",,,69198497,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2012","2012","USD","US Dollar","0","Units",,,75428172,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2013","2013","USD","US Dollar","0","Units",,,77037911,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2014","2014","USD","US Dollar","0","Units",,,90608502,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2015","2015","USD","US Dollar","0","Units",,,99364614,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2016","2016","USD","US Dollar","0","Units",,,127042739,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2017","2017","USD","US Dollar","0","Units",,,156690527,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2018","2018","USD","US Dollar","0","Units",,,155455224,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2019","2019","USD","US Dollar","0","Units",,,147866455,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2005","2005","USD","US Dollar","0","Units",,,162483075,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2006","2006","USD","US Dollar","0","Units",,,151138386,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2007","2007","USD","US Dollar","0","Units",,,140816763,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2008","2008","USD","US Dollar","0","Units",,,180622645,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2009","2009","USD","US Dollar","0","Units",,,115848873,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2010","2010","USD","US Dollar","0","Units",,,93322360,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2011","2011","USD","US Dollar","0","Units",,,106808215,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2012","2012","USD","US Dollar","0","Units",,,97972675,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2013","2013","USD","US Dollar","0","Units",,,97351824,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2014","2014","USD","US Dollar","0","Units",,,108838176,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2015","2015","USD","US Dollar","0","Units",,,106359910,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2016","2016","USD","US Dollar","0","Units",,,136079111,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2017","2017","USD","US Dollar","0","Units",,,125211817,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2018","2018","USD","US Dollar","0","Units",,,140516432,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2019","2019","USD","US Dollar","0","Units",,,169204475,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2020","2020","USD","US Dollar","0","Units",,,119221216,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2005","2005","USD","US Dollar","0","Units",,,25490540,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2006","2006","USD","US Dollar","0","Units",,,29305266,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2007","2007","USD","US Dollar","0","Units",,,38541329,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2008","2008","USD","US Dollar","0","Units",,,21722810,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2009","2009","USD","US Dollar","0","Units",,,51846836,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2010","2010","USD","US Dollar","0","Units",,,52469008,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2011","2011","USD","US Dollar","0","Units",,,62690025,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2012","2012","USD","US Dollar","0","Units",,,66325704,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2013","2013","USD","US Dollar","0","Units",,,74709916,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2014","2014","USD","US Dollar","0","Units",,,99311474,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2015","2015","USD","US Dollar","0","Units",,,100425479,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2016","2016","USD","US Dollar","0","Units",,,120325844,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2017","2017","USD","US Dollar","0","Units",,,63809786,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2018","2018","USD","US Dollar","0","Units",,,81499978,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2019","2019","USD","US Dollar","0","Units",,,76425704,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2020","2020","USD","US Dollar","0","Units",,,79698772,,
"GBR","United Kingdom","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2009","2009","USD","US Dollar","0","Units",,,38446718,,
"GBR","United Kingdom","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2010","2010","USD","US Dollar","0","Units",,,46565077,,
"GBR","United Kingdom","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2011","2011","USD","US Dollar","0","Units",,,70816310,,
"GBR","United Kingdom","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2012","2012","USD","US Dollar","0","Units",,,51593863,,
"GBR","United Kingdom","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2013","2013","USD","US Dollar","0","Units",,,73067455,,
"GBR","United Kingdom","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2014","2014","USD","US Dollar","0","Units",,,55838446,,
"GBR","United Kingdom","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2015","2015","USD","US Dollar","0","Units",,,57497565,,
"GBR","United Kingdom","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2016","2016","USD","US Dollar","0","Units",,,63752292,,
"GBR","United Kingdom","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2017","2017","USD","US Dollar","0","Units",,,113642848,,
"GBR","United Kingdom","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2018","2018","USD","US Dollar","0","Units",,,152534238,,
"GBR","United Kingdom","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2019","2019","USD","US Dollar","0","Units",,,126588156,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2002","2002","USD","US Dollar","0","Units",,,258000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2003","2003","USD","US Dollar","0","Units",,,279500000,"E","Estimated value"
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2004","2004","USD","US Dollar","0","Units",,,408000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2005","2005","USD","US Dollar","0","Units",,,400000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2006","2006","USD","US Dollar","0","Units",,,371500000,"E","Estimated value"
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2007","2007","USD","US Dollar","0","Units",,,582000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2008","2008","USD","US Dollar","0","Units",,,477000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2009","2009","USD","US Dollar","0","Units",,,396000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2010","2010","USD","US Dollar","0","Units",,,373000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2011","2011","USD","US Dollar","0","Units",,,319000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2012","2012","USD","US Dollar","0","Units",,,348000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2013","2013","USD","US Dollar","0","Units",,,374000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2014","2014","USD","US Dollar","0","Units",,,373000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2015","2015","USD","US Dollar","0","Units",,,497000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2016","2016","USD","US Dollar","0","Units",,,415000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2017","2017","USD","US Dollar","0","Units",,,461000000,"E","Estimated value"
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2018","2018","USD","US Dollar","0","Units",,,480000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2019","2019","USD","US Dollar","0","Units",,,449000000,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2008","2008","USD","US Dollar","0","Units",,,143753813,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2009","2009","USD","US Dollar","0","Units",,,219805114,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2010","2010","USD","US Dollar","0","Units",,,159760051,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2011","2011","USD","US Dollar","0","Units",,,256325231,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2012","2012","USD","US Dollar","0","Units",,,407990196,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2013","2013","USD","US Dollar","0","Units",,,613187175,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2014","2014","USD","US Dollar","0","Units",,,720180667,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2015","2015","USD","US Dollar","0","Units",,,852891037,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2016","2016","USD","US Dollar","0","Units",,,1074646505,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2017","2017","USD","US Dollar","0","Units",,,1324804766,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2018","2018","USD","US Dollar","0","Units",,,1608104886,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2019","2019","USD","US Dollar","0","Units",,,1748855885,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D31","Furniture","2020","2020","USD","US Dollar","0","Units",,,2170782744,,
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2007","2007","USD","US Dollar","0","Units",,,232943653,,
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2008","2008","USD","US Dollar","0","Units",,,254004638,,
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2009","2009","USD","US Dollar","0","Units",,,252629076,,
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2010","2010","USD","US Dollar","0","Units",,,261139748,,
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2011","2011","USD","US Dollar","0","Units",,,328343101,,
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2012","2012","USD","US Dollar","0","Units",,,345493087,,
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2013","2013","USD","US Dollar","0","Units",,,376175302,"E","Estimated value"
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2014","2014","USD","US Dollar","0","Units",,,404888530,"E","Estimated value"
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2015","2015","USD","US Dollar","0","Units",,,403716158,"E","Estimated value"
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2016","2016","USD","US Dollar","0","Units",,,388073737,,
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2017","2017","USD","US Dollar","0","Units",,,452991258,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2007","2007","USD","US Dollar","0","Units",,,449299698,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2008","2008","USD","US Dollar","0","Units",,,465991713,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2009","2009","USD","US Dollar","0","Units",,,539140150,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2010","2010","USD","US Dollar","0","Units",,,547550254,,
